Agency,City,State,Legacy NTD ID,NTD ID,Organization Type,Reporter Type,"Primary UZA
 Population",Agency VOMS,Mode,TOS,Mode VOMS,Ratios:,Fare Revenues per Unlinked Passenger Trip ,Fare Revenues per Unlinked Passenger Trip Questionable,Fare Revenues per Total Operating Expense (Recovery Ratio),Fare Revenues per Total Operating Expense (Recovery Ratio) Questionable,"Cost per
 Hour",Cost per Hour Questionable,Passengers per Hour,Passengers per Hour Questionable,Cost per Passenger,Cost per Passenger Questionable,Cost per Passenger Mile,Cost per Passenger Mile Questionable,Source Data:,Fare Revenues Earned,Fare Revenues Earned Questionable,Total Operating Expenses,Total Operating Expenses Questionable,Unlinked Passenger Trips,Unlinked Passenger Trips Questionable,Vehicle Revenue Hours,Vehicle Revenue Hours Questionable,Passenger Miles,Passenger Miles Questionable,Vehicle Revenue Miles,Vehicle Revenue Miles Questionable,Any data questionable?,,,,1,,
New York City Department of Transportation,New York,NY,2082,20082,"City, County or Local Government Unit or Department of Transportation",Full Reporter,"18,351,295 ",23,FB,DO,4,,$0.00 ,,0.00 ,,"$7,936.09 ",,897.7 ,,$8.84 ,,$1.70 ,,,$0 ,,"$140,254,432 ",,"15,865,070 ",,"17,673 ",,"82,498,364 ",,"183,178 ",,No,,,,,,
"University of Arkansas, Fayetteville, dba: Razorback Transit",Fayetteville,AR,6062,60062,University,Reduced Reporter,"295,083 ",23,DR,DO,4,,$2.37 ,,0.05 ,,$56.81 ,,1.2 ,,$46.07 ,,$0.00 ,,,"$20,425 ",,"$397,677 ",,"8,632 ",,"7,000 ",,0 ,,"51,040 ",,No,,,,,,
Wiregrass Transit Authority,Dothan,AL,4103,40103,"MPO, COG or Other Planning Agency",Reduced Reporter,"68,781 ",23,DR,PT,3,,$0.00 ,,0.00 ,,$36.95 ,,1.3 ,,$28.22 ,,$0.00 ,,,$0 ,,"$682,902 ",,"24,196 ",,"18,481 ",,0 ,,"465,976 ",,No,,,,,,
West River Transit,Bismarck,ND,8R03-021,8R03-80238,Private-Non-Profit Corporation,Rural Reporter,0 ,23,DR,DO,23,,$2.54 ,,0.08 ,,$77.65 ,,2.3 ,,$33.39 ,,$0.00 ,,,"$68,134 ",,"$894,979 ",,"26,801 ",,"11,526 ",,0 ,,"142,697 ",,No,,,,,,
"Midland County Board of Commissioners, dba: County Connection of Midland",Midland,MI,5208,50208,"City, County or Local Government Unit or Department of Transportation",Reduced Reporter,"59,014 ",23,DR,DO,23,,$2.53 ,,0.06 ,,$67.15 ,,1.5 ,,$45.26 ,,$0.00 ,,,"$129,770 ",,"$2,319,363 ",,"51,241 ",,"34,541 ",,0 ,,"835,942 ",,No,,,,,,
City of Riverside,Riverside,CA,9086,90086,"City, County or Local Government Unit or Department of Transportation",Full Reporter,"1,932,666 ",23,DR,DO,23,,$3.18 ,,0.09 ,,$112.90 ,,3.1 ,,$36.58 ,,$5.05 ,,,"$309,027 ",,"$3,550,941 ",,"97,080 ",,"31,453 ",,"702,543 ",,"423,571 ",,No,,,,,,
Northeast Iowa Community Action Corporation,Decorah,IA,7R01-001,7R01-70195,Private-Non-Profit Corporation,Rural Reporter,0 ,23,DR,DO,23,,$9.14 ,,0.34 ,,$26.59 ,,1.0 ,,$26.86 ,,$0.00 ,,,"$912,884 ",,"$2,682,657 ",,"99,861 ",,"100,872 ",,0 ,,"815,767 ",,No,,,,,,
Kankakee-Iroquois Regional Planning Commission,Monon,IN,5R02-035,5R02-55310,"MPO, COG or Other Planning Agency",Rural Reporter,0 ,23,DR,DO,23,,$0.47 ,,0.02 ,,$49.75 ,,1.8 ,,$27.74 ,,$0.00 ,,,"$15,083 ",,"$890,758 ",,"32,106 ",,"17,904 ",,0 ,,"366,458 ",,No,,,,,,
"Aaron E. Henry Community Health Services Center,In",Clarksdale,MS,4R05-001,4R05-41183,Private-Non-Profit Corporation,Rural Reporter,0 ,23,DR,DO,23,,$3.28 ,,0.14 ,,$64.16 ,,2.8 ,,$22.97 ,,$0.00 ,,,"$235,442 ",,"$1,646,811 ",,"71,692 ",,"25,666 ",,0 ,,"591,305 ",,No,,,,,,
Transportation for Logan County,Bellefontaine,OH,5R05-058,5R05-50424,Private-Non-Profit Corporation,Rural Reporter,0 ,23,DR,DO,23,,$0.32 ,,0.02 ,,$60.87 ,,2.9 ,,$20.79 ,,$0.00 ,,,"$13,677 ",,"$890,763 ",,"42,840 ",,"14,633 ",,0 ,,"539,814 ",,No,,,,,,
Colorado Valley Transit District,Columbus,TX,6R05-031,6R05-60238,Independent Public Agency or Authority of Transit Service,Rural Reporter,0 ,23,DR,DO,23,,$0.42 ,,0.02 ,,$40.68 ,,2.1 ,,$19.63 ,,$0.00 ,,,"$32,577 ",,"$1,540,326 ",,"78,469 ",,"37,861 ",,0 ,,"380,842 ",,No,,,,,,
"Aroostook Regional Transportation Systems, Inc.",Presque Isle,ME,1R03-001,1R03-10142,Private-Non-Profit Corporation,Rural Reporter,0 ,23,DR,DO,23,,$3.73 ,,0.15 ,,$102.44 ,,4.0 ,,$25.45 ,,$0.00 ,,,"$277,498 ",,"$1,895,167 ",,"74,470 ",,"18,500 ",,0 ,,"338,674 ",,No,,,,,,
Seneca-Crawford Area Transportation,Tiffin,OH,5R05-072,5R05-50440,Private-Non-Profit Corporation,Rural Reporter,0 ,23,DR,DO,23,,$0.32 ,,0.01 ,,$66.21 ,,2.0 ,,$33.13 ,,$0.00 ,,,"$14,141 ",,"$1,461,661 ",,"44,113 ",,"22,075 ",,0 ,,"292,078 ",,No,,,,,,
Community Development Inc.,Richton,MS,4R05-027,4R05-41044,Private-Non-Profit Corporation,Rural Reporter,0 ,23,DR,DO,23,,$0.01 ,,0.00 ,,$43.38 ,,1.5 ,,$29.25 ,,$0.00 ,,,$255 ,,"$1,479,472 ",,"50,582 ",,"34,104 ",,0 ,,"704,934 ",,No,,,,,,
"City of Laguna Beach, dba: Laguna Beach Transit",Laguna Beach,CA,9119,90119,"City, County or Local Government Unit or Department of Transportation",Reduced Reporter,"583,681 ",23,MB,DO,23,,$0.01 ,,0.00 ,,$100.92 ,,19.7 ,,$5.13 ,,$0.00 ,,,"$4,800 ",,"$3,277,395 ",,"639,141 ",,"32,475 ",,0 ,,"282,290 ",,No,,,,,,
South Jersey Transportation Authority,Blackwood,NJ,2200,20200,Independent Public Agency or Authority of Transit Service,Reduced Reporter,"248,402 ",23,MB,DO,23,,$0.06 ,,0.00 ,,$58.35 ,,3.9 ,,$14.95 ,,$0.00 ,,,"$9,246 ",,"$2,208,769 ",,"147,751 ",,"37,851 ",,0 ,,"595,027 ",,No,,,,,,
Gaston County,Gastonia,NC,4221,40221,"City, County or Local Government Unit or Department of Transportation",Reduced Reporter,"169,495 ",23,DR,DO,22,,$10.74 ,,0.35 ,,$54.49 ,,1.8 ,,$30.41 ,,$0.00 ,,,"$447,005 ",,"$1,265,504 ",,"41,620 ",,"23,226 ",,0 ,,"321,354 ",,No,,,,,,
Southern Teton Area Rapid Transit,Jackson,WY,8R05-010,8R05-80188,Independent Public Agency or Authority of Transit Service,Rural Reporter,0 ,23,MB,DO,21,,$0.33 ,,0.06 ,,$86.14 ,,16.7 ,,$5.17 ,,$0.00 ,,,"$241,236 ",,"$3,743,461 ",,"724,740 ",,"43,460 ",,0 ,,"682,368 ",,No,,,,,,
Chatham Transit Network,Pittsboro,NC,4R06-007,4R06-41004,Private-Non-Profit Corporation,Rural Reporter,0 ,23,DR,DO,21,,$1.48 ,,0.06 ,,$35.33 ,,1.5 ,,$24.30 ,,$0.00 ,,,"$90,999 ",,"$1,491,231 ",,"61,371 ",,"42,204 ",,0 ,,"841,034 ",,No,,,,,,
Chatham Transit Network,Pittsboro,NC,4R06-007,4R06-41004,Private-Non-Profit Corporation,Rural Reporter,0 ,23,MB,DO,2,,$0.08 ,,0.01 ,,$44.30 ,,4.8 ,,$9.28 ,,$0.00 ,,,$942 ,,"$108,140 ",,"11,655 ",,"2,441 ",,0 ,,"84,479 ",,No,,,,,,
Southern Teton Area Rapid Transit,Jackson,WY,8R05-010,8R05-80188,Independent Public Agency or Authority of Transit Service,Rural Reporter,0 ,23,DR,DO,2,,$0.00 ,,0.00 ,,$89.03 ,,1.6 ,,$55.92 ,,$0.00 ,,,$0 ,,"$251,587 ",,"4,499 ",,"2,826 ",,0 ,,"22,192 ",,No,,,,,,
New York City Department of Transportation,New York,NY,2082,20082,"City, County or Local Government Unit or Department of Transportation",Full Reporter,"18,351,295 ",23,CB,PT,19,,$5.54 ,,0.31 ,,$307.12 ,,17.1 ,,$18.00 ,,$0.52 ,,,"$1,342,638 ",,"$4,363,594 ",,"242,411 ",,"14,208 ",,"8,361,268 ",,"426,263 ",,No,,,,,,
"University of Arkansas, Fayetteville, dba: Razorback Transit",Fayetteville,AR,6062,60062,University,Reduced Reporter,"295,083 ",23,MB,DO,19,,$1.46 ,,0.62 ,,$76.45 ,,32.4 ,,$2.36 ,,$0.00 ,,,"$2,022,043 ",,"$3,269,086 ",,"1,385,233 ",,"42,760 ",,0 ,,"522,210 ",,No,,,,,,
Regional Transportation Authority of Pima County,Tucson,AZ,9R01-033,91122,Independent Public Agency or Authority of Transit Service,Reduced Reporter,"843,168 ",23,MB,PT,18,,$0.58 ,,0.03 ,,$51.92 ,,2.9 ,,$17.65 ,,$0.00 ,,,"$66,709 ",,"$2,042,941 ",,"115,769 ",,"39,345 ",,0 ,,"773,280 ",,No,,,,,,
Williamsburg Area Transit Authority,Williamsburg,VA,3076,30076,Independent Public Agency or Authority of Transit Service,Full Reporter,"75,689 ",23,MB,DO,18,,$0.77 ,,0.14 ,,$82.41 ,,14.8 ,,$5.55 ,,$1.14 ,,,"$648,995 ",,"$4,696,246 ",,"845,939 ",,"56,989 ",,"4,131,423 ",,"945,165 ",,No,,,,,,
City of Burbank,Burbank,CA,,90256,"City, County or Local Government Unit or Department of Transportation",Reduced Reporter,"12,150,996 ",23,MB,PT,14,,$0.89 ,,0.09 ,,$80.43 ,,8.0 ,,$10.00 ,,$0.00 ,,,"$183,771 ",,"$2,060,578 ",,"205,972 ",,"25,621 ",,0 ,,"287,907 ",,No,,,,,,
"Unified Government of Wyandotte County and Kansas City, KS, dba: Ride KC Bus",Kansas City,KS,7047,70047,"City, County or Local Government Unit or Department of Transportation",Reduced Reporter,"1,519,417 ",23,DR,DO,13,,$0.60 ,,0.01 ,,$110.46 ,,1.8 ,,$60.03 ,,$0.00 ,,,"$20,268 ",,"$2,044,874 ",,"34,063 ",,"18,512 ",,0 ,,"258,340 ",,No,,,,,,
Fairmont Marion County Transit Authority,Fairmont,WV,3R05-015,3R05-30149,Independent Public Agency or Authority of Transit Service,Rural Reporter,0 ,23,MB,DO,12,,$0.66 ,,0.07 ,,$107.31 ,,10.6 ,,$10.11 ,,$0.00 ,,,"$98,648 ",,"$1,508,329 ",,"149,140 ",,"14,056 ",,0 ,,"282,978 ",,No,,,,,,
Wiregrass Transit Authority,Dothan,AL,4103,40103,"MPO, COG or Other Planning Agency",Reduced Reporter,"68,781 ",23,DR,TX,12,,$0.00 ,,0.00 ,,$41.51 ,,0.7 ,,$62.37 ,,$0.00 ,,,$0 ,,"$675,192 ",,"10,826 ",,"16,265 ",,0 ,,"251,909 ",,No,,,,,,
Fairmont Marion County Transit Authority,Fairmont,WV,3R05-015,3R05-30149,Independent Public Agency or Authority of Transit Service,Rural Reporter,0 ,23,DR,DO,11,,$6.23 ,,0.29 ,,$73.26 ,,3.5 ,,$21.16 ,,$0.00 ,,,"$161,134 ",,"$547,135 ",,"25,863 ",,"7,468 ",,0 ,,"164,922 ",,No,,,,,,
"Unified Government of Wyandotte County and Kansas City, KS, dba: Ride KC Bus",Kansas City,KS,7047,70047,"City, County or Local Government Unit or Department of Transportation",Reduced Reporter,"1,519,417 ",23,MB,DO,10,,$0.09 ,,0.00 ,,$196.11 ,,9.1 ,,$21.61 ,,$0.00 ,,,"$9,576 ",,"$2,404,508 ",,"111,294 ",,"12,261 ",,0 ,,"252,711 ",,No,,,,,,
"City of Roseville, dba: Roseville Transit",Roseville,CA,9168,90168,"City, County or Local Government Unit or Department of Transportation",Reduced Reporter,"1,723,634 ",23,MB,PT,10,,$0.94 ,,0.03 ,,$120.29 ,,4.3 ,,$27.99 ,,$0.00 ,,,"$132,169 ",,"$3,935,649 ",,"140,605 ",,"32,718 ",,0 ,,"429,117 ",,No,,,,,,
Gaston County,Gastonia,NC,4221,40221,"City, County or Local Government Unit or Department of Transportation",Reduced Reporter,"169,495 ",23,MB,DO,1,,$0.93 ,,0.02 ,,$64.26 ,,1.6 ,,$40.02 ,,$0.00 ,,,"$2,748 ",,"$118,306 ",,"2,956 ",,"1,841 ",,0 ,,"16,460 ",,No,,,,,,
Great Falls Transit District,Great Falls,MT,8012,80012,Independent Public Agency or Authority of Transit Service,Full Reporter,"65,207 ",22,DR,DO,9,,$2.00 ,,0.10 ,,$47.79 ,,2.4 ,,$20.03 ,,$6.32 ,,,"$76,418 ",,"$766,078 ",,"38,243 ",,"16,030 ",,"121,301 ",,"180,619 ",,No,,,,,,
Kings County Area Public Transit Agency,Hanford,CA,9200,90200,Independent Public Agency or Authority of Transit Service,Full Reporter,"87,941 ",22,DR,PT,8,,$1.66 ,,0.04 ,,$117.43 ,,2.6 ,,$45.50 ,,$14.43 ,,,"$37,520 ",,"$1,026,412 ",,"22,560 ",,"8,741 ",,"71,147 ",,"92,041 ",,No,,,,,,
"Government of Guam-Guam Regional Transit Authority, dba: Guam Public Transit System",Upper Tumon,GU,9R05-001,9R05-90999,State Government Unit or Department of Transportation,Rural Reporter,0 ,22,MB,PT,8,,$0.80 ,,0.04 ,,$50.01 ,,2.6 ,,$19.26 ,,$0.00 ,,,"$51,208 ",,"$1,228,000 ",,"63,770 ",,"24,553 ",,0 ,,"435,698 ",,No,,,,,,
"Preston County Sr. Cit, Inc., dba: Buckwheat Express",Kingwood,WV,3R05-019,3R05-30190,Private-Non-Profit Corporation,Rural Reporter,0 ,22,MB,DO,8,,$0.98 ,,0.03 ,,$35.10 ,,1.2 ,,$29.77 ,,$0.00 ,,,"$19,258 ",,"$582,308 ",,"19,562 ",,"16,590 ",,0 ,,"182,949 ",,No,,,,,,
"Government of Guam-Guam Regional Transit Authority, dba: Guam Public Transit System",Upper Tumon,GU,9R05-001,9R05-90999,State Government Unit or Department of Transportation,Rural Reporter,0 ,22,DR,DO,7,,$0.69 ,,0.01 ,,$93.88 ,,1.0 ,,$90.21 ,,$0.00 ,,,"$12,741 ",,"$1,675,179 ",,"18,569 ",,"17,843 ",,0 ,,"259,012 ",,No,,,,,,
"Government of Guam-Guam Regional Transit Authority, dba: Guam Public Transit System",Upper Tumon,GU,9R05-001,9R05-90999,State Government Unit or Department of Transportation,Rural Reporter,0 ,22,DR,PT,7,,$0.36 ,,0.01 ,,$52.10 ,,1.9 ,,$27.77 ,,$0.00 ,,,"$4,191 ",,"$322,108 ",,"11,601 ",,"6,183 ",,0 ,,"101,346 ",,No,,,,,,
Ride Solution,Palatka,FL,4R02-008,4R02-40920,Private-Non-Profit Corporation,Rural Reporter,0 ,22,DR,DO,5,,$0.63 ,,0.04 ,,$39.30 ,,2.4 ,,$16.51 ,,$0.00 ,,,"$6,514 ",,"$171,840 ",,"10,411 ",,"4,372 ",,0 ,,"16,753 ",,No,,,,,,
"Muskogee County Public Transit Authority, dba: Muskogee County Transit",Muskogee,OK,6R04-015,6R04-60203,Independent Public Agency or Authority of Transit Service,Rural Reporter,0 ,22,MB,DO,5,,$0.31 ,,0.03 ,,$47.43 ,,4.9 ,,$9.74 ,,$0.00 ,,,"$10,752 ",,"$338,749 ",,"34,787 ",,"7,142 ",,0 ,,"114,113 ",,No,,,,,,
Greenville Transit Authority,Greenville,SC,4053,40053,Independent Public Agency or Authority of Transit Service,Full Reporter,"400,492 ",22,DR,DO,5,,$2.66 ,,0.04 ,,$74.15 ,,1.2 ,,$61.72 ,,$10.10 ,,,"$21,195 ",,"$491,093 ",,"7,957 ",,"6,623 ",,"48,647 ",,"81,360 ",,No,,,,,,
"City of Springfield, dba: CU Transit",Springfield,MO,7003,70003,"City, County or Local Government Unit or Department of Transportation",Full Reporter,"273,724 ",22,DR,DO,4,,$1.47 ,,0.02 ,,$117.29 ,,1.7 ,,$67.63 ,,$11.59 ,,,"$20,351 ",,"$937,635 ",,"13,864 ",,"7,994 ",,"80,909 ",,"107,306 ",,No,,,,,,
Southeast Area Transit District,Preston,CT,1040,10040,Independent Public Agency or Authority of Transit Service,Full Reporter,"209,190 ",22,DR,PT,4,,$3.69 ,,0.07 ,,$50.50 ,,0.9 ,,$53.98 ,,$12.50 ,,,"$17,036 ",,"$249,230 ",,"4,617 ",,"4,935 ",,"19,946 ",,"59,640 ",,No,,,,,,
City of Baltimore,Baltimore,MD,,30201,"City, County or Local Government Unit or Department of Transportation",Full Reporter,"2,203,663 ",22,FB,PT,3,,$0.00 ,,0.00 ,,$104.97 ,,36.2 ,,$2.90 ,,$6.98 ,,,$0 ,,"$670,222 ",,"231,072 ",,"6,385 ",,"95,980 ",,"18,046 ",,No,,,,,,
Centre County Transportation,Bellefonte,PA,,3R04-31042,"City, County or Local Government Unit or Department of Transportation",Rural Reporter,0 ,22,DR,DO,22,,$18.60 ,,0.72 ,,$47.09 ,,1.8 ,,$25.84 ,,$0.00 ,,,"$1,037,373 ",,"$1,441,237 ",,"55,772 ",,"30,609 ",,0 ,,"607,963 ",,No,,,,,,
"Ray County Transportation, Inc.",Richmond,MO,7R03-024,7R03-70106,Private-Non-Profit Corporation,Rural Reporter,0 ,22,DR,DO,22,,$0.10 ,,0.01 ,,$30.66 ,,1.8 ,,$17.32 ,,$0.00 ,,,"$4,595 ",,"$800,257 ",,"46,192 ",,"26,101 ",,0 ,,"259,514 ",,No,,,,,,
Pigeon Forge Mass Transit,Pigeon Forge,TN,4R08-012,4R08-41136,"City, County or Local Government Unit or Department of Transportation",Rural Reporter,0 ,22,MB,DO,22,,$0.20 ,,0.15 ,,$82.89 ,,65.0 ,,$1.28 ,,$0.00 ,,,"$436,494 ",,"$2,849,011 ",,"2,232,347 ",,"34,369 ",,0 ,,"372,172 ",,No,,,,,,
"Community Transit, Inc.",Paramus,NJ,2160,20160,Private-For-Profit Corporation,Reduced Reporter,"18,351,295 ",22,CB,DO,22,,$24.43 ,,1.00 ,,$265.36 ,,10.9 ,,$24.43 ,,$0.00 ,,,"$2,485,061 ",,"$2,485,061 ",,"101,737 ",,"9,365 ",,0 ,,"276,263 ",,No,,,,,,
"FRS Transportation, Inc",,OH,,5R05-55474,Private-Non-Profit Corporation,Rural Reporter,0 ,22,DR,DO,22,,$0.36 ,,0.00 ,,$161.64 ,,2.2 ,,$73.11 ,,$0.00 ,,,"$14,630 ",,"$3,006,902 ",,"41,130 ",,"18,603 ",,0 ,,"488,257 ",,No,,,,,,
Pima Association of Governments,Tucson,AZ,9222,90222,"MPO, COG or Other Planning Agency",Full Reporter,"843,168 ",22,VP,PT,22,,$5.82 ,,1.22 ,,$26.17 ,W,5.5 ,W,$4.77 ,,$0.11 ,,,"$288,117 ",,"$235,958 ",,"49,467 ",,"9,018 ",W,"2,221,697 ",,"376,022 ",,Yes,,,,,,
Mississippi Band of Choctaw Indians,Choctaw,MS,4T04,44925,Tribe,Reduced Reporter,0 ,22,DR,DO,22,,$0.84 ,,0.01 ,,$114.06 ,,1.6 ,,$72.24 ,,$0.00 ,,,"$32,325 ",,"$2,787,643 ",,"38,586 ",,"24,441 ",,0 ,,"438,869 ",,No,,,,,,
Ponca Tribe of Nebraska,Niobrara,NE,7T01,77063,Tribe,Reduced Reporter,0 ,22,DR,DO,22,,$0.70 ,,0.01 ,,$118.91 ,,1.7 ,,$71.82 ,,$0.00 ,,,"$12,117 ",,"$1,240,371 ",,"17,270 ",,"10,431 ",,0 ,,"316,844 ",,No,,,,,,
Brookings Area Transit Authority,Brookings,SD,8R04-003,8R04-80187,Private-Non-Profit Corporation,Rural Reporter,0 ,22,DR,DO,22,,$2.03 ,,0.11 ,,$72.86 ,,3.8 ,,$19.31 ,,$0.00 ,,,"$182,487 ",,"$1,733,901 ",,"89,805 ",,"23,797 ",,0 ,,"326,702 ",,No,,,,,,
"Boston Express Bus, Inc.",Concord,NH,1133,10133,Private-For-Profit Corporation,Reduced Reporter,"4,181,019 ",22,CB,DO,22,,$11.45 ,,0.36 ,,$312.87 ,,9.8 ,,$31.82 ,,$0.00 ,,,"$1,535,280 ",,"$4,266,613 ",,"134,101 ",,"13,637 ",,0 ,,"479,275 ",,No,,,,,,
"Rowan County, dba: Rowan Transit System",Salisbury,NC,4217,40217,"City, County or Local Government Unit or Department of Transportation",Reduced Reporter,"214,881 ",22,DR,PT,20,,$0.27 ,,0.01 ,,$38.65 ,,1.6 ,,$24.81 ,,$0.00 ,,,"$17,153 ",,"$1,593,898 ",,"64,241 ",,"41,241 ",,0 ,,"589,490 ",,No,,,,,,
St. Joseph County Transportation Authority,Three Rivers,MI,5R03-066,5R03-50436,Independent Public Agency or Authority of Transit Service,Rural Reporter,0 ,22,DR,DO,20,,$6.04 ,,0.12 ,,$51.51 ,,1.0 ,,$51.25 ,,$0.00 ,,,"$201,044 ",,"$1,705,824 ",,"33,286 ",,"33,116 ",,0 ,,"543,560 ",,No,,,,,,
Cass County Commissioners,Logansport,IN,5R02-002,5R02-50281,"City, County or Local Government Unit or Department of Transportation",Rural Reporter,0 ,22,DR,DO,20,,$0.35 ,,0.03 ,,$55.04 ,,4.7 ,,$11.60 ,,$0.00 ,,,"$36,598 ",,"$1,202,427 ",,"103,638 ",,"21,846 ",,0 ,,"599,633 ",,No,,,,,,
St. Joseph County Transportation Authority,Three Rivers,MI,5R03-066,5R03-50436,Independent Public Agency or Authority of Transit Service,Rural Reporter,0 ,22,MB,DO,2,,$1.00 ,,0.11 ,,$35.01 ,,3.9 ,,$9.00 ,,$0.00 ,,,"$17,909 ",,"$160,961 ",,"17,879 ",,"4,598 ",,0 ,,"46,218 ",,No,,,,,,
Cass County Commissioners,Logansport,IN,5R02-002,5R02-50281,"City, County or Local Government Unit or Department of Transportation",Rural Reporter,0 ,22,MB,DO,2,,$0.00 ,,0.00 ,,$14.11 ,,3.3 ,,$4.31 ,,$0.00 ,,,$0 ,,"$36,258 ",,"8,417 ",,"2,570 ",,0 ,,"19,250 ",,No,,,,,,
"Rowan County, dba: Rowan Transit System",Salisbury,NC,4217,40217,"City, County or Local Government Unit or Department of Transportation",Reduced Reporter,"214,881 ",22,MB,PT,2,,$0.59 ,,0.04 ,,$40.27 ,,2.6 ,,$15.69 ,,$0.00 ,,,"$8,381 ",,"$223,503 ",,"14,243 ",,"5,550 ",,0 ,,"91,840 ",,No,,,,,,
City of Baltimore,Baltimore,MD,,30201,"City, County or Local Government Unit or Department of Transportation",Full Reporter,"2,203,663 ",22,MB,PT,19,,$0.00 ,,0.00 ,,$91.77 ,,18.9 ,,$4.85 ,,$2.88 ,,,$0 ,,"$5,252,282 ",,"1,083,604 ",,"57,233 ",,"1,822,622 ",,"347,011 ",,No,,,,,,
"City of Springfield, dba: CU Transit",Springfield,MO,7003,70003,"City, County or Local Government Unit or Department of Transportation",Full Reporter,"273,724 ",22,MB,DO,18,,$0.69 ,,0.07 ,,$128.92 ,,13.7 ,,$9.44 ,,$1.93 ,,,"$620,950 ",,"$8,503,702 ",,"900,719 ",,"65,959 ",,"4,395,194 ",,"973,882 ",,No,,,,,,
Southeast Area Transit District,Preston,CT,1040,10040,Independent Public Agency or Authority of Transit Service,Full Reporter,"209,190 ",22,MB,DO,18,,$0.97 ,,0.13 ,,$98.92 ,,13.5 ,,$7.33 ,,$1.24 ,,,"$830,207 ",,"$6,261,000 ",,"853,766 ",,"63,291 ",,"5,045,391 ",,"951,717 ",,No,,,,,,
"Muskogee County Public Transit Authority, dba: Muskogee County Transit",Muskogee,OK,6R04-015,6R04-60203,Independent Public Agency or Authority of Transit Service,Rural Reporter,0 ,22,DR,DO,17,,$0.98 ,,0.05 ,,$28.61 ,,1.4 ,,$20.45 ,,$0.00 ,,,"$30,602 ",,"$637,207 ",,"31,156 ",,"22,271 ",,0 ,,"264,327 ",,No,,,,,,
Ride Solution,Palatka,FL,4R02-008,4R02-40920,Private-Non-Profit Corporation,Rural Reporter,0 ,22,MB,DO,17,,$0.63 ,,0.04 ,,$39.30 ,,2.4 ,,$16.51 ,,$0.00 ,,,"$42,416 ",,"$1,118,847 ",,"67,784 ",,"28,467 ",,0 ,,"403,832 ",,No,,,,,,
Greenville Transit Authority,Greenville,SC,4053,40053,Independent Public Agency or Authority of Transit Service,Full Reporter,"400,492 ",22,MB,DO,17,,$0.77 ,,0.09 ,,$100.56 ,,11.5 ,,$8.71 ,,$1.65 ,,,"$491,811 ",,"$5,574,526 ",,"640,185 ",,"55,437 ",,"3,381,221 ",,"836,720 ",,No,,,,,,
"Preston County Sr. Cit, Inc., dba: Buckwheat Express",Kingwood,WV,3R05-019,3R05-30190,Private-Non-Profit Corporation,Rural Reporter,0 ,22,DR,DO,14,,$4.73 ,,0.05 ,,$23.08 ,,0.2 ,,$100.90 ,,$0.00 ,,,"$6,150 ",,"$131,070 ",,"1,299 ",,"5,678 ",,0 ,,"51,472 ",,No,,,,,,
Kings County Area Public Transit Agency,Hanford,CA,9200,90200,Independent Public Agency or Authority of Transit Service,Full Reporter,"87,941 ",22,MB,PT,14,,$0.85 ,,0.12 ,,$104.33 ,,14.3 ,,$7.30 ,,$1.15 ,,,"$447,845 ",,"$3,841,612 ",,"526,131 ",,"36,823 ",,"3,350,610 ",,"650,723 ",,No,,,,,,
Great Falls Transit District,Great Falls,MT,8012,80012,Independent Public Agency or Authority of Transit Service,Full Reporter,"65,207 ",22,MB,DO,13,,$0.59 ,,0.07 ,,$92.13 ,,11.3 ,,$8.18 ,,$2.77 ,,,"$176,848 ",,"$2,451,358 ",,"299,609 ",,"26,608 ",,"884,572 ",,"338,452 ",,No,,,,,,
Cities Area Transit,Grand Forks,ND,8008,80008,"City, County or Local Government Unit or Department of Transportation",Full Reporter,"61,270 ",22,MB,DO,12,,$0.77 ,,0.04 ,,$71.81 ,,3.9 ,,$18.32 ,,$7.52 ,,,"$109,755 ",,"$2,600,354 ",,"141,914 ",,"36,211 ",,"345,621 ",,"373,934 ",,No,,,,,,
Cities Area Transit,Grand Forks,ND,8008,80008,"City, County or Local Government Unit or Department of Transportation",Full Reporter,"61,270 ",22,DR,DO,10,,$2.67 ,,0.09 ,,$59.69 ,,1.9 ,,$31.03 ,,$10.29 ,,,"$100,343 ",,"$1,164,805 ",,"37,542 ",,"19,514 ",,"113,157 ",,"159,813 ",,No,,,,,,
"City of Rapid City, dba: Rapid Transit System",Rapid City,SD,8014,80014,"City, County or Local Government Unit or Department of Transportation",Reduced Reporter,"81,251 ",21,MB,DO,9,,$0.55 ,,0.10 ,,$62.75 ,,11.4 ,,$5.48 ,,$0.00 ,,,"$116,336 ",,"$1,167,539 ",,"213,004 ",,"18,605 ",,0 ,,"259,918 ",,No,,,,,,
"Human Resource Development Council District IX, Inc.",Bozeman,MT,8R02-021,8R02-80235,Private-Non-Profit Corporation,Rural Reporter,0 ,21,DR,DO,9,,$0.25 ,,0.01 ,,$44.17 ,,1.7 ,,$26.58 ,,$0.00 ,,,"$4,884 ",,"$528,983 ",,"19,901 ",,"11,976 ",,0 ,,"152,894 ",,No,,,,,,
"County of Mesa, dba: Mesa County",Grand Junction,CO,8016,80016,"City, County or Local Government Unit or Department of Transportation",Reduced Reporter,"128,124 ",21,DR,PT,8,,$2.94 ,,0.11 ,,$63.17 ,,2.4 ,,$26.87 ,,$0.00 ,,,"$48,839 ",,"$445,824 ",,"16,593 ",,"7,058 ",,0 ,,"103,168 ",,No,,,,,,
